RNUM,PUBLISHER,COLLECTIONDB,CREATOR,TITLE,ALTERNATIVETITLE,ISSUEDDATE,MODIFIEDDATE,SUBJECT,SUBJECTKEYWORD,FORMAT,DESCRIPTION,LANGUAGE,REFERENCEIDENTIFIER,LOCALID,UCI,URL,CONTEXTNAME,REGDATE,INSERTDATE,SUBDESCRIPTION,VIEWCNT,HASPART,PERSON,RIGHTS,TEMPORALCOVERAGE,VENUE,CREATEDDATE,SUBJECTCATEGORY,SPATIAL,REFERENCE,CHARGE,AFFILIATION,STATE,CONTRIBUTOR,EXTENT,GRADE,PERIOD,TIME,TABLEOFCONTENTS,SPATIALCOVERAGE
"1106","1371000","추천여행지","대한민국 정책브리핑","달동네의 그림 같은 변신, 청주 수암골","","","","G","","Text","6.25 전쟁 당시 피난민들의 정착촌이었던 청주시 수암골은 몇 년 전까지만 해도 도심 속의 초라한 달동네였다. 2007년 공공미술프로젝트로 진행된 벽화작업으로 봄날 꽃이 피어나듯 이 마을에도 생기가 돌기 시작했다. 거친 담벼락에 그려진 함박웃음을 짓는 꼬맹이들, 아름다운 꽃나무들은 그림이 아니라 실제 골목길의 풍경인 듯 살아있다. 인적 없이 조용한 골목길에서 이쪽 벽의 소녀와 저쪽 벽의 소년들이 이야기를 나누고, 꽃들은 소리 없이 꽃잎을 펼친다. 담장은 바다가 되고 때로 하늘이 되어 마치 그림책 속을 산책하는 착각에 빠지기도 한다. 드라마 &lt;카인과 아벨&gt;, &lt;제빵왕 김탁구&gt;의 촬영지로도 알려져 외국 여행객들의 발길도 잦다. 수암골 뿐 아니라 청주시내 성안길에도 드라마 촬영지가 있어 주인공들의 흔적을 따라가는 하루 나들이 코스가 되겠다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1299047944495.jpg","70","G706+KCPG05-G.MsctTour.0000000070","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=70","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","청주시청 문화관광과 043)200-2231~45","","","","","","","","","",""
"1107","1371000","추천여행지","대한민국 정책브리핑","볼거리가 풍부한 서울 도심 속의 숨겨진 속살, 서울 부암동","","","","G","","Text","북한산과 인왕산, 북악산 자락에 포근히 자리한 서울 부암동은 서울 도심 속의 전원마을로 조선시대부터 양반과 왕족들이 즐겨찾는 경승지로 이름이 높았다. 도심을 비웃듯 녹지의 비율이 높으며 백사골(백사실)의 청정한 계곡물이 홍제천의 일부가 되어 부암동의 한복판을 지난다. 게다가 고층 건물도 없어 산속에 둘러싸인 조그만 읍내를 연상시킨다. 2000년 이후 도심 속의 새로운 명소로 떠오른 부암동에는 북악산 백석동천을 비롯하여 석파정과 홍지문, 무계정사터, 세검정 등의 문화유적이 있으며, 환기미술관과 자하미술관의 미술공간을 비롯하여 산모퉁이카페와 자하손만두 등의 카페와 찻집, 맛집이 들어서 당일치기 도심 나들이 장소로 손색이 없다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1301875811846.JPG","71","G706+KCPG05-G.MsctTour.0000000071","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=71","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","서울 종로구청 관광산업과 02)731-1836","","","","","","","","","",""
"1108","1371000","추천여행지","대한민국 정책브리핑","오름기행에서 동굴 답사까지, 제주의 자연미에 홀리다","","","","G","","Text","대한민국 최남단의 섬 제주도는 신생대 후기부터 화산 활동에 의해 만들어진 화산섬이다. 섬의 중앙부에는 한라산(해발 1,950m)이 솟아있으며 주변에 다양한 크기와 형태를 지닌 360 여개의 오름(기생화산)이 분포돼 있다. 제주도는 뛰어난 학술적 가치와 아름다운 경관을 지녀 지난 2007년 유네스코 세계자연유산에 등재됨으로써 국제적으로도 그 가치를 인정받았다. 현재 세계 7대 자연경관에 도전하고 있는 제주도. 이번 봄 여행에는 한라산, 거문오름용암동굴계, 성산일출봉 등 세계자연유산에 등재된 곳을 포함해서 비자림, 대포해안 주상절리, 남원 큰엉, 갯깍, 용눈이오름, 섭지코지, 용두암, 용머리해안 등 자연 경관이 멋진 곳을 집중적으로 탐방해보자. 그 길에는 유채꽃, 벚꽃, 동백꽃 등이 만발해서 제주 여행의 즐거움을 한껏 살려준다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1301875888635.JPG","72","G706+KCPG05-G.MsctTour.0000000072","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=72","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","제주특별자치도청 관광마케팅 담당 064-710-3921, 한라산국립공원 관리사무소 064-710-7811","","","","","","","","","",""
"1109","1371000","추천여행지","대한민국 정책브리핑","다향 가득한 지리산에서 음미하는 홍소술？김동곤 제다 명인의 차 한잔","","","","G","","Text","차 맛을 위해 평생을 바친 제다 명인을 만나러 하동 화개로 간다. 화개제다는 홍소술 명인이 운영하는 다원으로, 화개동 일대에 자리한 수많은 야생차 밭의 원조라 할 수 있다. 쌍계제다는 하동 야생차의 명성을 전국에 알리며 다양한 전통차를 만드는 김동곤 명인이 운영하는 다원이다. 두 곳 모두 명인이 만든 차를 무료로 마실 수 있는 시음장을 운영한다. 하동 차문화센터에서는 하동 야생차의 역사와 차 문화에 대해 전시하고 차 덖기, 떡차 만들기, 다례 배우기 등 다양한 체험 프로그램을 진행한다. 매년 5월 말경에는 하동 야생차문화축제도 열린다. 초의선사가 머물며 《동다송》을 지은 칠불사와 차 시배지, 백련리도요지도 함께 둘러보고 섬진강 100리 테마로드의 야생차 구간을 걸으며 봄날을 만끽한다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1427781977397.jpg","367","G706+KCPG05-G.MsctTour.0000000367","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=367","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","하동군청 문화관광과 055)880-2377","","","","","","","","","",""
"1110","1371000","추천여행지","대한민국 정책브리핑","맛 좋고 몸에도 좋은 약떡을 만들다, 진도 김영숙 명인","","","","G","","Text","복령조화고를 만드는 명인을 만나기 위해 거친 울돌목 위에 세워진 진도대교를 건넌다. 죽은 소나무 뿌리에서 자라는 복령은 이뇨, 강장, 진정에 효능이 있는 버섯이다. 복령을 넣어 만든 복령조화고로 대한민국 식품명인(53호)에 지정된 김영숙 선생은 시할머니 밑에서 떡 만드는 법을 배웠다. 맛 좋고 건강에도 좋은 약떡이라 소화력이 약해진 환자나 노인, 아이들에게 추천할 만하다. 진도의 봄은 꽃게가 책임진다. 통발로 잡아 상에 오르기까지 달콤한 속살을 간직한다. 해마다 4월부터 5월 말에 꽃게 집산지인 서망항이 시끌시끌한 까닭이다. 들꽃과 해안 절벽이 기막히게 어우러지는 접도 웰빙등산로는 오붓하게 걷기 좋다. 다도해해상국립공원을 조망하기 좋은 급치산전망대, 세방낙조전망대, 진도개테마파크, 운림산방 등 볼거리도 많다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1427782042562.jpg","368","G706+KCPG05-G.MsctTour.0000000368","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=368","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","진도군청 관광문화과 061)540-3033","","","","","","","","","",""
"1111","1371000","추천여행지","대한민국 정책브리핑","그때 그 시절의 가족 나들이 공간, 창원시 진해구","","","","G","","Text","온 도시를 들썩이던 벚꽃이 진 5월, 경남 창원시 진해구는 사람과 벚꽃에 가렸던 구도심의 다양한 매력을 드러낸다. 그 첫 번째는 100년 전 진해로 떠나는 여행이다. 중원로터리(진해8거리)에 자리한 진해군항마을역사관은 진해 근대 여행의 시작점. 1920년대와 현재의 진해 모습을 비교해볼 수 있다. 중원로터리에서 뻗어 나가는 여덟 개 도로를 따라 오랜 세월을 간직한 공간들이 자리한다. 먹거리도 다양하다. 역사관에서 만나는 ‘경화당제과’의 진해콩과자, 커피 한잔하며 음악과 그림을 즐길 수 있는 ‘흑백’, 구 진해해군통제부 병원장 사택(등록문화재 제 193호)에 자리한 ‘선학곰탕’ 등이다. 현재의 진해를 대표하는 ‘진해제과’ 벚꽃빵까지 더해지면 온 가족을 만족시키는 여행지가 된다. 진해 바다를 누릴 수 있는 해군사관학교박물관과 속천항의 창원국동크루즈, 숲의 아름다움을 간직한 진해내수면환경생태공원도 함께 돌아보면 좋은 볼거리다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1430371134584.jpg","369","G706+KCPG05-G.MsctTour.0000000369","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=369","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","창원시청 관광과 055)225-3703","","","","","","","","","",""
"1112","1371000","추천여행지","대한민국 정책브리핑","천혜의 비경을 간직한 오지 속 계곡을 걷다","","","","G","","Text","왕피천은 우리나라 최대 규모의 생태경관보전지역이다. 전체 면적만 102.84㎢로 북한산 국립공원의 1.3배에 이른다. 1989년 이후 전국적으로 29곳의 생태경관보전지역이 지정되었는데, 왕피천이 차지하는 비율이 전체 보전지역 면적 중 40%를 차지한다. 왕피천 계곡 트래킹은 일반적으로 굴구지 마을 끝자락에 있는 상천마을에서 시작한다. 하지만 굴구지마을에서 상천마을에 이르는 계곡도 무척 멋스럽다. 때문에 이번 왕피천 트래킹은 굴구지에서 상천에 이르는 코스를 걸어보기로 했다. 원점회귀가 가능한 이 코스는 계곡과 산길, 그리고 마을길을 두루 섭렵할 수 있는 최상의 트래킹 코스이다. 전체 6km 구간 중 4km가 계곡을 따라 이어진다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1280712353599.jpg","37","G706+KCPG05-G.MsctTour.0000000037","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=37","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","울진군청 문화관광과 : 054)789-6902, 굴구지산촌생태마을 : 054)782-4294","","","","","","","","","",""
"1113","1371000","추천여행지","대한민국 정책브리핑","별빛 가득한 가야국 하늘에서 추억 찾기","","","","G","","Text","김해는 2천여 년 전 가야문화가 찬란하게 꽃피었던 땅이다. 그곳에 김해천문대가 있다. 김해 시내 수로왕릉에서 동쪽으로 바라보면 분성산이 솟아있고 그 산 정상에 은백색의 알 형상을 한 김해천문대가 자리를 잡았다. 오후 2시부터 밤 10시까지 문을 여는 김해천문대. 사람들은 제1, 제2관측실과 보조관측실에서 달과 별을 찾는 재미에 푹 빠진다. 어른들은 밤하늘을 아름답게 수놓은 별과 달을 바라보며 추억에 젖고 어린이들은 우주를 향한 꿈을 키워나간다. 천문대 야외에서 내려다보는 김해 시내의 야경 또한 은하수처럼 황홀하기만 하다. 천문대 방문은 아무래도 밤 시간이 적당한 시간대이므로 낮에는 수로왕릉과 수로왕비릉, 국립김해박물관과 대성동고분박물관 등 문화유적과 박물관 기행을 즐기도록 한다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1296574293014.jpg","64","G706+KCPG05-G.MsctTour.0000000064","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=64","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","김해시청 관광과 055-330-3241, 김해천문대 055-337-3785","","","","","","","","","",""
"1114","1371000","추천여행지","대한민국 정책브리핑","성곽따라 걸으며 호국정신 되새긴다","","","","G","","Text","남한산성은 조선시대에 이르기까지 국방의 보루 역할을 해왔다. 험한 지형을 따라 축조된 성은 그 길이가 11.7km(본성 9km, 외성 2.7km)에 달한다. 오늘날에 와서 남한산성은 자연생태 환경이 좋아서 수도권 시민들의 당일 코스 걷기 여행지로 사랑받고 있다. 한겨울에 눈이라도 내리면 눈꽃을 감상하며 트레킹을 즐기기에 더없이 좋다. 남한산성 탐방코스는 최단 거리 2.9km짜리(1시간 소요)에서부터 최장 거리 7.7km(3시간 20분 소요)에 이르기까지 다섯 가지 코스가 개발돼 있어 여행객 각자의 체력과 여유 시간에 따라 선택하면 된다. 걷기를 전후로 남한산성역사관에 들러 남한산성에 얽힌 역사 공부를 해두면 좋다. 주변의 경안천습지생태공원이나 광주도자박물관, 분원백자관 등도 함께 관람해보면 알찬 여행을 즐길 수 있다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1294061880800.jpg","63","G706+KCPG05-G.MsctTour.0000000063","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=63","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","광주시청 관광예술팀 031-760-2725, 남한산성문화관광사업단 031-777-7500","","","","","","","","","",""
"1115","1371000","추천여행지","대한민국 정책브리핑","백두대간 최고의 눈꽃 트레킹 명소, 선자령","","","","G","","Text","대관령과 선자령 사이의 백두대간 능선길은 우리나라 최고의 눈꽃 트레킹코스이다. 약 5km쯤 떨어진 두 지점 사이의 고도차이는 325m밖에 되지 않는다. 두루뭉실한 산봉우리 몇 개와 들길처럼 평평한 백두대간 능선길이 두 고갯마루를 이어준다. 가파른 비탈길이 거의 없는데다가 길이 뚜렷해서 장비와 복장만 제대로 갖추면 누구나 쉽게 눈꽃 트레킹을 즐길 수 있다. 대관령에서 선자령 가는 길은 크게 능선길과 계곡길로 나뉜다. 백두대간 능선길은 상쾌하고, 옴폭한 계곡길은 아늑하다. 바람 부는 능선길은 조망이 탁월하고, 나직한 계곡길은 물소리를 벗삼아 자분자분 걷는 재미가 아주 좋다. 능선길의 풍경은 웅장한 반면 잣나무, 낙엽송, 참나무, 속새, 조릿대 등이 군락을 이룬 계곡길은 아기자기하다. 이처럼 두 코스가 또렷하게 대비되는 선자령 눈꽃길의 순환코스는 총 10.8km에 이른다. 급하게 서두르지 않아도 대략 4~5시간이면 왕복할 수 있다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1294061767681.jpg","62","G706+KCPG05-G.MsctTour.0000000062","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=62","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","동부지방산림청 평창국유림관리소 033)333-2182","","","","","","","","","",""
"1116","1371000","추천여행지","대한민국 정책브리핑","유채꽃, 벚꽃 그리고 낭만가도와 바다","","","","G","","Text","4월은 꽃놀이하기 좋은 시기다. 삼척은 낭만가도에 봄이 더한다. 특히 맹방유채꽃마을에서는 4월 8~17일 유채꽃축제가 열린다. 유채꽃 하면 제주도나 청산도를 떠올리기 쉬운데, 맹방유채꽃마을은 유채꽃과 벚꽃 그리고 바다를 볼 수 있는 봄날 여행지다. 삼척 시내에서 출발해 한티고개를 지나면 다다른다. 제일 먼저 도로를 따라 4.2km가량 이어진 벚꽃 길이 환영 인사를 전한다. 벚꽃 길 왼쪽으로 7.2ha에 이르는 유채 밭이 노란 바다처럼 펼쳐진다. 꽃밭 사이에 산책로를 내 자유로이 거닐며 사진 찍을 수 있다. 축제가 끝나도 4월 30일까지 축제장을 개방할 예정이다. 봄철 별미 또한 삼척 여행의 즐거움이다. 아침에는 시원한 곰치국을, 점심에는 꼬들꼬들한 장치찜을, 저녁에는 제철의 마지막 달을 지나는 대게를 맛볼 수 있다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1459239198862.jpg","456","G706+KCPG05-G.MsctTour.0000000456","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=456","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","맹방유채꽃마을 070-4118-0105","","","","","","","","","",""
"1117","1371000","추천여행지","대한민국 정책브리핑","벚꽃 바다 남해로 떠나는 미각 여행","","","","G","","Text","4월이면 남해는 꽃 천지가 된다. 연분홍 벚꽃을 지나, 샛노란 유채와 빨간 튤립을 만난다. 왕지벚꽃길에서 보는 쪽빛 바다와 아름다운 벚꽃은 보물섬 남해를 환상의 섬으로 만들어준다. 봄이면 살이 통통 오르는 멸치도 맛보자. 싱싱한 멸치로 만든 쌈밥과 회는 잃어버린 입맛을 찾아주기에 충분하다. 남해를 눈과 혀로 즐긴 뒤에는 남해유배문학관에 들러 문학의 향취를 느껴보면 어떨까? 《구운몽》을 지은 서포 김만중을 비롯해 남해로 유배 온 문인들의 작품과 생활 모습을 둘러볼 수 있다. 형형색색의 튤립을 보며 산책하기 좋은 장평소류지, 남해의 명물 마늘에 대해 살펴보는 보물섬마늘나라, 세계의 탈을 한자리에 모아놓은 남해국제탈공연예술촌은 여행을 더욱 풍성하게 만들어준다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1459239060213.jpg","455","G706+KCPG05-G.MsctTour.0000000455","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=455","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","남해군청 문화관광과 055)860-8601","","","","","","","","","",""
"1118","1371000","추천여행지","대한민국 정책브리핑","자두꽃 향기에 취하고 지례 흑돼지에 반하다, 김천 이화만리 마을","","","","G","","Text","김천은 자두, 포도, 복숭아 같은 과일이 많이 재배되는 고장이다. 그중 자두는 생산량이나 품질이 전국에서 손꼽힌다. 자두꽃 향이 만 리를 간다고 ‘이화만리’라 부르는 김천시 농소면 일대는 4월이면 달콤한 가루를 뿌린 듯 자두꽃이 하얗게 피어난다. 김천자두꽃축제에서는 노래자랑, 자두 음식 만들기, 자두 꽃길 걷기 등 다양한 행사가 펼쳐진다. 올해 축제는 4월 9일로 예정되었다. 지례 흑돼지도 김천의 명물이다. 지례면에 흑돼지 전문 식당 15곳이 모여 있다. 메뉴는 대개 왕소금구이와 고추장불고기다. 소금구이로 먹는 삼겹살의 비계가 인절미처럼 차지고 쫄깃하며, 목살은 퍽퍽하지 않고 탄력 있으면서도 부드럽다. 연탄불에 구워주는 고추장불고기는 적당히 단맛과 매운맛에 불 맛이 더해져 밥도둑이 따로 없다. 1인분(180g)에 8000~1만 원으로 값도 저렴하다. 직지사, 청암사, 직지문화공원 등을 연계해서 여행할 수 있다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1459238989291.jpg","454","G706+KCPG05-G.MsctTour.0000000454","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=454","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","김천시청 새마을문화관광과 054)420-6633","","","","","","","","","",""
"1119","1371000","추천여행지","대한민국 정책브리핑","황홀한 진분홍빛 꽃길을 걷다, 강화 고려산 진달래 군락지","","","","G","","Text","강화도 6대 산 가운데 하나로 꼽히는 고려산은 해마다 수많은 상춘객이 찾는 명소다. 북쪽 산등성이를 따라 400m가 넘는 고지대에 진달래 군락이 형성되어 봄이면 온 산이 진분홍빛으로 변한다. 바람을 따라 분홍빛 물결이 일렁일 때면 마음도 고운 꽃 빛으로 물든다. 4월 12~26일에는 고려산진달래축제가 열린다. 꽃구경을 하고 나면 주꾸미연포탕과 밴댕이회무침으로 산행의 피로를 풀어보자. 제철을 맞아 알이 통통하게 밴 주꾸미가 입맛을 다시게 한다. 아이들과 함께라면 강화역사박물관과 자연사박물관에 들러보자. 세계유산으로 지정된 강화 부근리 지석묘(사적 137호)도 지척에 있다. 가이드와 함께 전기 자전거를 타고 고려궁마을을 탐방하는 강화이야기투어도 흥미롭다. 북녘 땅이 바라보이는 강화평화전망대도 들러볼 만하다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1459238917099.jpg","453","G706+KCPG05-G.MsctTour.0000000453","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=453","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","강화군청 문화관광과 관광마케팅팀 032)930-3563","","","","","","","","","",""
"1120","1371000","추천여행지","대한민국 정책브리핑","‘징게 맹경 외에밋들’을 적신 저수지, 김제 벽골제","","","","G","","Text","‘징게 맹경 외에밋들’. 김제평야와 만경평야를 이르는 말처럼 김제에는 하늘과 평야가 마주 보며 끝없이 펼쳐진다. 이 넓은 들에 물을 대기 위해 축조한 저수지가 벽골제다. 학자들은 3km에 달하는 둑을 쌓는 데 연인원 32만여 명이 동원된 것으로 추정한다. 당시 사회 규모와 인구수 등을 감안하면 벽골제 축조는 거대한 국가사업이었다. 전통 농경 사회에서 물은 그만큼 중요했다. 비록 저수지가 사라지고 둑과 수문 두 개가 남았지만, 우리나라 최대의 고대 저수지 위용은 그대로다. 둑을 따라 걸으며 주변 평야를 감상하고, 수문 체험장에서 물레를 돌려 수문을 열고 닫으며 벽골제의 기능을 배울 수 있다. 10월 7~11일 이곳을 중심으로 김제지평선축제가 열린다. 호남평야가 왜 일제강점기 수탈 대상이 되었는지 보여주는 아리랑문학마을, 낙조가 유명한 망해사, 불교(금산사)와 기독교(금산교회), 천주교(수류성당), 증산교(증산법종교) 등 4대 종교 성지가 모인 모악산도 둘러볼 만하다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1443687737760.jpg","414","G706+KCPG05-G.MsctTour.0000000414","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=414","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","벽골제 063)540-4094","","","","","","","","","",""
"1121","1371000","추천여행지","대한민국 정책브리핑","은은한 묵향이 가득~ 살진 꽃게가 지천, 진도 운림산방과 서망항","","","","G","","Text","여행하기 좋은 가을, 발걸음 가볍게 콧노래를 흥얼거리며 예향 진도로 향한다. 지금 진도에 가야 할 이유는 두 가지다. 진도 여행 1번지 운림산방이 이맘때 가장 아름답고, 특산물 꽃게가 제철을 맞았기 때문이다. 운림산방은 조선 말기 남종화의 대가 소치 허련 선생이 머물며 작업한 곳이다. 아담한 화실 앞에 영화 &lt;스캔들-조선남여상열지사&gt;의 배경이 되기도 한 작은 연못이 있고, 연못 가운데 둥근 섬에는 소치가 심은 배롱나무가 붉은 꽃을 피웠다. 화실 뒤편엔 단정한 초가 살림채가 첨찰산을 병풍 삼아 들어섰다. 운림산방은 소치 허련, 미산 허형, 남농 허건, 의재 허백련, 임전 허문 등으로 이어진 남종화의 산실이라는 데 의의가 있다. 한 가문에서 이렇듯 화맥이 이어진 경우는 전 세계 회화사에서 유례가 없단다. 9월 이후 잡히는 살이 꽉 찬 진도의 꽃게는 그대로 쪄 먹어도 맛있고, 탕이나 무침으로도 인기다. 10월 24~25일 서망항에서 진도꽃게축제도 열린다. 진도 남도진성, 소전미술관, 이충무공 벽파진 전첩비 등을 연계해서 여행하면 좋다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1443687844452.jpg","415","G706+KCPG05-G.MsctTour.0000000415","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=415","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","진도군 관광진흥협의회 1588-9601","","","","","","","","","",""
"1122","1371000","추천여행지","대한민국 정책브리핑","여린 꽃그늘 아래 매화 향기에 취하다, 순천 선암사와 순천향매실마을","","","","G","","Text","전남 순천 선암사의 매화는 ‘선암매’라는 특별한 이름으로 불린다. 수백 년 동안 꽃을 피워낸 고목이 천연기념물 488호로 지정되었다. 매서운 겨울 추위를 견디고 꽃망울을 터뜨리는 매화나무들이 종정원 담장을 따라 고운 꽃그늘을 드리워, 여행자는 그 아래에서 짙은 매화 향기에 취한다. 순천향매실마을에는 선암사와 또 다른 풍광이 펼쳐진다. 산자락을 따라 자리한 마을이 하얀 매화로 구름바다를 이루는 듯하다. 마을 단위로는 전국 최대 면적을 자랑하는 매화나무 재배지로, 주민들은 매화가 만개하는 시기에 축제도 연다. 음력 1월에 피는 ‘납월매’로 이름난 금둔사와 조선 시대 읍성의 모습을 그대로 간직한 낙안읍성 민속마을도 봄날을 만끽하기 좋은 탐방지다. 순천만정원과 순천만자연생태공원도 함께 둘러보자.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1425014979729.jpg","359","G706+KCPG05-G.MsctTour.0000000359","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=359","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","순천시 관광안내소 1577-2013","","","","","","","","","",""
"1123","1371000","추천여행지","대한민국 정책브리핑","봄꽃이 가득한 제주 나들이 ","","","","G","","Text","누구보다 먼저 봄을 맞이하고 싶다면 제주로 떠나보자. 한림공원은 수선화와 매화가 차례로 꽃을 피우며 봄맞이에 나선 여행자를 유혹한다. 한림공원의 수선화·매화정원에는 60년생 능수매와 20년 이상 된 백매화, 홍매화, 청매화가 일찌감치 꽃을 피운 수선화와 어우러져 아름다운 꽃동산을 이룬다. 봄꽃 외에도 아열대식물원과 산야초원, 재암수석관, 연못정원, 협재․쌍용․황금굴 등 볼거리가 많다. 노리매에서는 매화를 비롯해 수선화, 유채, 하귤 등 제주의 봄에 한껏 취할 수 있다. 꽃놀이와 함께 제주의 전통 배(테우) 체험도 놓치지 말고 즐기자. 동양 최대의 동백 수목원 카멜리아힐은 가을부터 이듬해 봄까지 다양한 동백꽃이 쉬지 않고 피어 늘 붉은 카펫이 깔린 것처럼 아름다운 풍경을 뽐낸다. 봄에 꼭 봐야 할 것으로 제주들불축제를 빼놓으면 섭섭하다. 매콤한 갈치조림과 전복이 푸짐하게 들어간 전복뚝배기로 봄나들이를 마무리해보자.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1425014926085.jpg","358","G706+KCPG05-G.MsctTour.0000000358","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=358","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","한림공원 064)796-0001 노리매 064)792-8211 카멜리아힐 064)792-0088","","","","","","","","","",""
