TITLE,ISSUEDDATE,CATEGORY1,CATEGORY2,CATEGORY3,INFORMATION,TEL,OPERATINGTIME,ADDRESS,COORDINATES,RNUM
"뉴살라딘","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 가능|휠체어 대여 가능|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","053-588-9259","월-금 11시-23시,토-일 11시-23시","(42608)대구광역시 달서구 계대동문로 17","N35.855807, E128.494254","3118"
"뉴살라딘 경대점","2022-11-30","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 가능|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","053-942-3535 ","월-금 11시-22시,토-일 11시-22시","(41544)대구광역시 북구 대학로 79","N35.892511, E128.60895","3119"
"뉴살라딘 경산영대점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","053-814-9259","","(38532)경상북도 경산시 대학로59길 11-9","N35.837408, E128.752655","3120"
"다이너 송도점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1369-5008","월-금 10시30분-22시,토-일 10시30분-22시","(22003)인천광역시 연수구 센트럴로 232","N37.397422, E126.636641","3121"
"다이닝노을","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-955-5100","","(10881)경기도 파주시 회동길 145","N37.708478, E126.686796","3122"
"다이닝다디오","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","062-676-1755","월-금 09시30분-21시,토 09시30분-21시","(61642)광주광역시 남구 제중로 77","N35.138912, E126.912105","3123"
"다이닝더인드라 보람점","2022-11-30","음식점/유흥시설","인도아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1368-6770","월-금 11시30분-21시30분,토-일 11시30분-21시30분","(30151)세종특별자치시  시청대로 219","N36.483881, E127.293692","3124"
"뉴욕 버거 앤 베이글","2022-11-30","음식점/유흥시설","북미음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-553-7792","월-금 11시-22시,토 11시-22시,일 11시-21시","(06240)서울특별시 강남구 테헤란로6길 30","N37.496614, E127.031096","3125"
"뉴욕부엌","2022-11-30","음식점/유흥시설","북미음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","042-933-2600","월-금 11시30분-22시,토 11시30분-22시","(34018)대전광역시 유성구 관들2길 19","N36.425134, E127.39059","3126"
"다이닝센 광양점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","061-795-9545","월-금 11시30분-21시,토-일 11시30분-21시","(57786)전라남도 광양시 중마중앙로 154","N34.943975, E127.698363","3127"
"다이닝센 내포신도시점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1440-3009","월-금 11시-22시,토-일 11시-22시","(32256)충청남도 홍성군 청사로174번길 11","N36.660135, E126.679575","3128"
"노이케이커리","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1406-0930","화-금 11시-19시,토-일 11시-19시","(15395)경기도 안산시 단원구 화랑로 160","N37.323453, E126.805743","3129"
"노이","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","044-863-8868","월-금 11시30분-21시,토-일 11시30분-21시","(30063)세종특별자치시  만남로 14","N36.500977, E127.236464","3130"
"다리원","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(14497)경기도 부천시 중동로443번길 10","N37.51961, E126.769725","3131"
"다이닝스푼 혁신점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1325-9599","월-금 11시30분-22시,토-일 11시30분-22시","(54861)전라북도 전주시 덕진구 중동로 104-12","N35.843175, E127.064492","3132"
"다이닝슬로우라이프","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","053-752-2014","화-금 12시-22시,토-일 12시-22시","(42013)대구광역시 수성구 상록로2길 45","N35.861579, E128.625149","3133"
"다이닝인사이공","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1404-1342","월-금 11시30분-21시30분,토-일 11시30분-21시30분","(16490)경기도 수원시 팔달구 권광로 181","N37.263949, E127.032261","3134"
"뉴타지마할","2022-11-30","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-492-7861","","(15393)경기도 안산시 단원구 다문화1길 51-1","N37.330409, E126.792081","3135"
"뉴타지마할","2022-11-30","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","041-567-6123","","(31129)충청남도 천안시 동남구 버들로 10","N36.808819, E127.148929","3136"
"뉴타지마할 대전점","2022-11-30","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1313-7861","","(34138)대전광역시 유성구 궁동로18번길 89","N36.362877, E127.352328","3137"
"뉴히말라야레스토랑","2022-11-30","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","041-533-5202","","(31513)충청남도 아산시 온궁로 24-1","N36.782125, E127.002986","3138"
"다이닝키친","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","043-878-0221","월-금 11시-21시,토 11시-21시","(27629)충청북도 음성군 무극로285번길 4","N36.993276, E127.59331","3139"
"다이닝타일드","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-552-7773","수-목 10시30분-21시30분,금 10시30분-22시,토 10시30분-22시,일 10시30분-21시30분","(12248)경기도 남양주시 다산중앙로 153","N37.626109, E127.151357","3140"
"느루209","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1413-2090","월-금 11시30분-21시30분,토-일 11시30분-21시30분","(35382)대전광역시 서구 구봉로131번길 37","N36.29806, E127.337176","3141"
"느루209","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","042-935-2090","화-금 11시30분-21시,토-일 11시30분-21시","(34014)대전광역시 유성구 테크노중앙로 65","N36.425995, E127.39293","3142"
"다이아몬드케밥","2022-11-30","음식점/유흥시설","중동음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(15586)경기도 안산시 상록구 학사3길 16","N37.300938, E126.84217","3143"
"다이카","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1486-2054","월-금 11시30분-22시,토-일 11시30분-22시","(06672)서울특별시 서초구 방배로23길 18","N37.486282, E126.993228","3144"
"다인앙코르왓트","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(16591)경기도 수원시 권선구 권선로 472","N37.263782, E127.002831","3145"
"닥터 플라토","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1370-2478","월-금 11시-24시,토 13시-22시","(05639)서울특별시 송파구 양재대로71길 9","N37.510423, E127.125569","3146"
"닥터로빈 강서점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-2065-3111","월-금 09시-22시,토-일 11시-22시","(07649)서울특별시 강서구 공항대로 396","N37.555814, E126.851115","3147"
"느린하루","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","042-477-7762","월 18시 04시,금 18시 06시,토 18시 06시,일 18시 04시","(35230)대전광역시 서구 대덕대로185번길 45","N36.350649, E127.375047","3148"
"능동타코집","2022-11-30","음식점/유흥시설","남미음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","화-금 11시-21시40분,토-일 12시-20시","(04985)서울특별시 광진구 능동로32길 5","N37.555321, E127.079066","3149"
"니들누들","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-2643-8883","월-금 10시30분-20시30분,토 11시-19시","(07968)서울특별시 양천구 목동중앙북로 127","N37.546485, E126.877327","3150"
"리스토란테콜리 모현점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","063-851-0300","11시30분-21시,11시30분-21시","(54658)전라북도 익산시 배산로3길 69","N35.944486, E126.935846","3151"
"리스토란테콜리 효자점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","063-221-2226","11시30분-21시,11시30분-21시","(54962)전라북도 전주시 완산구 유연로 170","N35.824912, E127.104006","3152"
"리스투아","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","화-금 18시-24시,토 12시-24시","(63232)제주특별자치도 제주시 구남동2길 19-8","N33.489054, E126.535885","3153"
"리얼키친","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","054-858-7494","11시-22시30분,11시-22시30분","(36701)경상북도 안동시 남문로 22-13","N36.565071, E128.730609","3154"
"리얼테이스트레스토랑","2022-11-30","음식점/유흥시설","중동음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1339-8356","","(15376)경기도 안산시 단원구 부부로2길 9","N37.332431, E126.791991","3155"
"리얼하노이 오산점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1302-4084","10시-22시,10시-22시","(18123)경기도 오산시 법원로 19","N37.155303, E127.05593","3156"
"다이닝센 부산본점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","051-621-8833","월-금 11시30분-21시30분,토-일 11시30분-21시30분","(48523)부산광역시 남구 용호로 88","N35.124417, E129.112286","3157"
"다이닝수","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1374-2344","월-금 17시-22시,토-일 17시-22시","(25752)강원도 동해시 평원5길 12-3","N37.529724, E129.117885","3158"
"리얼안심탕수육리얼하노이 진접양지점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-575-2434","월,화,목,금 11시-22시30분,11시-22시30분","(12045)경기도 남양주시 진건오남로797번길 11","N37.698258, E127.201189","3159"
"리얼 매탄1호점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-226-0062","06시-20시,06시-20시","(16540)경기도 수원시 영통구 매원로 5","N37.266909, E127.04686","3160"
"리앤쿡","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","054-852-9070","","(36623)경상북도 안동시 황토마을길 10","N36.575809, E128.687417","3161"
"리안베이커리 백현마을점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-283-8039","07시-23시,07시-23시","(17006)경기도 용인시 기흥구 동백중앙로 203","N37.27148, E127.151766","3162"
"뉴욕시간","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1474-1027","화-금 11시30분-22시,토-일 11시30분-22시","(17370)경기도 이천시 이섭대천로 1216","N37.278619, E127.446965","3163"
"뉴욕아파트먼트","2022-11-30","음식점/유흥시설","북미음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1408-7626","월-금 11시10분-23시,토-일 11시10분-23시","(04024)서울특별시 마포구 월드컵로3길 14","N37.551037, E126.912344","3164"
"뉴타쉬켄트","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","070-7633-1980","","(31536)충청남도 아산시 서부남로 856","N36.778246, E126.934578","3165"
"리안광","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","051-755-4591","09시-15시30분,09시-15시30분","(48303)부산광역시 수영구 광남로 78","N35.149086, E129.113835","3166"
"리아리또","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-204-0692","11시-22시,11시-22시","(16956)경기도 용인시 기흥구 중부대로 64","N37.26696, E127.075943","3167"
"리틀엘레판트","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","054-977-4421","","(39875)경상북도 칠곡군 석전로 144-1","N36.002592, E128.412352","3168"
"리틀아시아 AK플라자수원점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-240-0823","","(16622)경기도 수원시 팔달구 덕영대로 924","N37.267309, E126.999764","3169"
"리틀사이공런 송파점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-421-1420","11시-20시,11시-20시","(05690)서울특별시 송파구 가락로 59","N37.499842, E127.102953","3170"
"리틀사이공 파르나스점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-3453-1420","10시30분-21시,10시30분-21시","(06164)서울특별시 강남구 테헤란로 521","N37.509186, E127.060803","3171"
"리틀사이공 압구정점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-547-9050","11시30분-22시,11시30분-22시","(06017)서울특별시 강남구 언주로174길 26","N37.527972, E127.035868","3172"
"니들누들 신월점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","휴무,토 11시-21시","(08032)서울특별시 양천구 신월로9길 38","N37.520682, E126.838897","3173"
"니로사레스토랑","2022-11-30","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1430-8910","월-금 11시-22시,토-일 11시-22시","(03086)서울특별시 종로구 동숭길 43","N37.580233, E127.004266","3174"
"니뽕내뽕 고려대점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","070-7722-2848","월-금 11시30분-22시,토-일 11시30분-22시","(02856)서울특별시 성북구 고려대로24길 23","N37.585194, E127.029535","3175"
"녁","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","070-4150-0504","월-금 11시30분-22시,토-일 12시-22시","(04542)서울특별시 중구 수표로 65","N37.567065, E126.989428","3176"
"노가리까다","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","월-목 17시-02시,금 17시-03시,토 17시-03시,일 17시-02시","(08850)서울특별시 관악구 난우길 22","N37.474969, E126.918536","3177"
"노네임","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1395-2293","","(04407)서울특별시 용산구 우사단로10길 94","N37.531885, E127.00048","3178"
"다르샨나마스테","2022-11-30","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-3675-1812","월-금 11시-22시,토-일 11시-22시","(03106)서울특별시 종로구 종로 309","N37.572208, E127.011971","3179"
"다루마스시","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","032-815-2829","월-금 11시30분-22시,토 11시30분-22시","(21926)인천광역시 연수구 벚꽃로 106","N37.41763, E126.677229","3180"
"다니엘하우스","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","070-8615-4868","월-금 11시30분-14시30분,토 11시30분-14시30분","(31076)충청남도 천안시 서북구 업성4길 3","N36.859999, E127.140011","3181"
"다다우동","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1398-3200","월-금 11시-21시,일 11시-21시","(06720)서울특별시 서초구 서초중앙로 18","N37.48404, E127.017346","3182"
"노루","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","화-금 18시-01시,토 17시-02시,일 17시-24시","(02860)서울특별시 성북구 동소문로6길 4-20","N37.588555, E127.007176","3183"
"다로베","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-465-3666","화-금 12시-21시30분,토 12시-21시30분","(04766)서울특별시 성동구 왕십리로11길 7","N37.548518, E127.043387","3184"
"다레오","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","063-214-6005","월-금 17시-21시,토-일 11시30분-21시","(54803)전라북도 전주시 덕진구 원동로 45","N35.854878, E127.033604","3185"
"다락마을 충장로점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","062-224-3141","월-금 11시30분-22시,토-일 11시30분-22시","(61483)광주광역시 동구 충장로 80-6","N35.148279, E126.915614","3186"
"다디노디노네집","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-3679-4454","월-금 11시30분-21시,토 11시30분-21시","(13807)경기도 과천시 중앙로 137","N37.428817, E126.99169","3187"
"다다의작은공간","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1368-9007","","(63037)제주특별자치도 제주시 광상로 528-1","N33.441435, E126.377851","3188"
"노리타","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-774-1990","월-금 11시30분-21시30분,토-일 11시30분-21시30분","(04536)서울특별시 중구 명동8나길 20","N37.561501, E126.983907","3189"
"노마드즈몽골","2022-11-30","음식점/유흥시설","아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(48512)부산광역시 남구 용소로19번길 6","N35.135699, E129.101222","3190"
