inputQuery,id,type,caption,hashtags,likesCount,commentsCount,timestamp,url
suwonhwaseongfortress,3925982524615760617,Sidecar,"📍Suwon Hwaseong Fortress
🗓️April’2025
#suwon #suwonhwaseongfortress #southkorea","['suwon', 'suwonhwaseongfortress', 'southkorea']",12.0,0,2026-06-23T16:53:29.000Z,https://www.instagram.com/p/DZ75E4uHRrp/
jeonju,3940358741900720218,Sidecar,"📍Jeonju, 전주 
 
너 무 자 주 입 는 헨 리 🖤🩶
#korea #jeonju #fashion #전주","['korea', 'jeonju', 'fashion', '전주']",4.0,0,2026-07-13T12:56:27.000Z,https://www.instagram.com/p/Dau92YamPha/
jeonju,3940353458352390844,Sidecar,"From making my own bibimbap at Jeonju to wandering through Gyeonggijeon Shrine and the charming Jeonju Hanok Village, every stop had its own story. I also got to design my own traditional tteok (Korean rice cake) dessert and ended the day with a peaceful stroll through Jeonju Deokjin Park.
I met another traveler @sani.seoulscapes during the tour, and we ended up grabbing coffee/matcha together. Sometimes the best souvenirs are the unexpected friendships you make along the way.
If you’re planning a trip to Korea beyond Seoul, Jeonju is a city where you can experience traditional culture, delicious food, hands-on activities, and beautiful scenery.

Have you been to Jeonju, or is it on your Korea travel bucket list?

#전주 #전주여행 #비짓전주 #jeonju #jeonjutour  @visitjeonju_official","['전주', '전주여행', '비짓전주', 'jeonju', 'jeonjutour']",-1.0,4,2026-07-13T12:45:58.000Z,https://www.instagram.com/p/Dau8pfuk4K8/
jeonju,3940351976638249437,Image,"A Taste of Jeonju / Un avant-goût de Jeonju
#jeonju #voyage #korea #전주한옥마을 #photoportrait","['jeonju', 'voyage', 'korea', '전주한옥마을', 'photoportrait']",2.0,1,2026-07-13T12:45:40.000Z,https://www.instagram.com/p/Dau8T7xh_nd/
jeonju,3940317622204546770,Image,"🌿🐈‍⬛7월 14일 화요일.
오전 10시 30분부터 오후 6시까지 작업실 열어요.
오후 3시의 서랍 보통칸, 큰 칸, 사부작가방 큰 버전을 작업할 예정이에요.

🪡바늘소녀 공작소 Needle girl works
📍전주시 완산구 풍남문4길 15-12 (한옥마을에서 걸어서 10분)
 Jeonjusi, Wansangu, Pungnammun4gil 15-12
📞️연락처 : 063 286 7764 (못 찾으면 전화주세요.)

⏰영업 시간
- 화,금 : 오전 10시 30분-오후 6시
- 수,목 : 오전 10시-오후 6시
- 토 : 오전 9시 30분-오후 6시
🚫일,월 휴무

#전주여행 #전주소품샵 #바늘소녀공작소 #jeonju #미들백","['전주여행', '전주소품샵', '바늘소녀공작소', 'jeonju', '미들백']",9.0,0,2026-07-13T11:36:25.000Z,https://www.instagram.com/p/Dau0gAttr7S/
jeonju,3940305892814085928,Sidecar,"비가 앞이 보이지 않을 만큼 쏟아지던 날 망설이는 사람들 대신
연꽃은 빗속에서도 묵묵히 피어 있었다
우산 끝에서 떨어지는 빗방울 소리와 
연잎 위를 구르는 물방울을 바라보며 한참을 걸었다

누군가에게는 궂은 날씨였겠지만 나에게는 가장 아름다운 여름이었다
좋아하는 풍경을 만난다는 건 결국 이런 순간을 오래 기억하기 위해
살아가는 일인지도 모르겠다
비 오는 날 연꽃을 보러 갔던 그날 참 행복했다",[],241.0,19,2026-07-13T11:11:27.000Z,https://www.instagram.com/p/Daux1U3j98o/
jeonju,3940239345359287222,Image,"Are you ready for next week? 
We’ll be in South Korea on Monday. 

Day 1: Seoul
Day 2: Incheon 
Day 3: Jeonju 
Day 4: Busan 
Day 5: Gyeongju 
Day 6: Daegu 
Day 7: Sokcho

#Seoul #Incheon #Jeonju #Busan #Gyeongju Daegu Sokcho southkorea","['Seoul', 'Incheon', 'Jeonju', 'Busan', 'Gyeongju']",0.0,0,2026-07-13T08:59:22.000Z,https://www.instagram.com/p/Dauis7uKHO2/
jeonju,3940230156593495683,Sidecar,"‼️올 여름 휴가는 한옥 뷰 루프탑 수영장이 있는 라한호텔 전주에서 *광고

1박 2일 뚜벅이로 미리 다녀온 여름 휴가 🏖️
전주한옥마을을 즐기기에 최적의 위치에 수영장, 헬스장, 사우나 등 편의시설에 조식뷔페부터 다양한 먹거리 가득해 전주한옥마을 호캉스 즐기기 딱이었어요. 

✔️ 수영장 or 조식 포함 패키지 선택 가능
여행 스타일에 맞게 선택할 수 있는 점이 최고!
✔️ 쾌적하고 넓은 객실 (마루바닥이라 good)
✔️ 한옥마을과 초록 가득 야외 루프탑 수영장
✔️ 비빔밥 대신 비빔빙수! 예뻐서 먹기 아까울 정도
라한호텔 전주 하녹당의 시그니처 메뉴가 더욱 풍부해졌어요
✔️ 시원한 생맥주 무제한 프로모션
한옥뷰를 바라보며 합리적인 금액으로 즐기는 생맥주는 힐링 그 자체
✔️ 컬러풀 트립 포토존
라잇트리의 다양한 제품을 만나볼 수 있어서 더욱 좋았어요
✔️ 상큼함 가득 컬러풀 콤부차
전주산책에서 컬러풀 콤부차 또는 슬로운 음료 2만원 이상 구매시 특별한 경품 이벤트도 응모 가능
✔️ 편리한 주차

시간대별로 알차게 꽉꽉 채워 즐긴 전주한옥마을 호캉스
저녁 먹고 슬슬 걸어 나가서 한옥마을 밤 분위기 즐기기도 좋았고,
체크아웃하고 한옥마을 둘러보고 1층 전주산책 카페에서 여행 기념 선물 사서 돌아오니 완벽한 여름휴가 ❤️

자세한 내용은 라한호텔 홈페이지에서 확인하실 수 있어요😊
@lahan_hotel

〰️〰️〰️〰️〰️〰️〰️〰️〰️
사람 없는 예쁜 곳 좋아해요 ❤️
✔️저장 ✔️공유 ✔️리포스트 
해두고 좋은 곳 함께 다녀요
〰️〰️〰️〰️〰️〰️〰️〰️

#라한호텔 #라한호텔전주 #전주호캉스 #여름호캉스추천 #여름휴가","['라한호텔', '라한호텔전주', '전주호캉스', '여름호캉스추천', '여름휴가']",63.0,83,2026-07-13T08:40:59.000Z,https://www.instagram.com/p/DaugnOBCX6D/
jeonju,3940163496838998371,Sidecar,"Moving to the south - Jeonju Hanok village, Ssanggyesa Temple in Jirisan National Park, Historical Museum and Tea Museum with tea plantation 
#tea#teaplantations🌿 #jeonju #hanok #buddhism","['tea', 'teaplantations🌿', 'jeonju', 'hanok', 'buddhism']",9.0,0,2026-07-13T06:28:32.000Z,https://www.instagram.com/p/DauRdMSDKlj/
jeonju,3940092778156654469,Image,"facebook

🇰🇷✨ ANNYEONG, KOREA! YOUR DREAM GETAWAY STARTS HERE! ✨🇰🇷

Experience the best of Jeonju • Suwon • Seoul in one unforgettable 5 Days & 4 Nights adventure! 🏯🌸 Discover Korea's rich culture, iconic landmarks, trendy shopping streets, and delicious cuisine—all in one amazing trip!

💙 Starting at only ₱45,888 per person
📍 OUT CEBU
📅 2026 Departure Dates Available

🌟 Tour Highlights:
🏡 Jeonju Hanok Village
📚 Starfield Library
🏰 Gyeongbokgung Palace
🌿 N Seoul Tower
🛍️ Myeongdong & Hongdae Shopping Streets
🍙 Kimchi Making Experience
👘 Hanbok Wearing Experience
🌊 Seaweed Museum
✨ Inspiring LED Tunnel & More!

✈️ Package Includes:
✅ Roundtrip Airfare
🏨 4 Nights Hotel Accommodation with Breakfast
🚌 Private Coach Transportation
🎟️ Sightseeing Tours & Entrance Fees
🎤 English-Speaking Tour Guide

📸 Create unforgettable memories, shop for your favorite K-beauty products, taste authentic Korean food, and experience the beauty of South Korea like never before!

📩 Reserve your slot today! Limited seats available.
Don't miss this incredible Korean adventure—book now before it's sold out! 🇰🇷💙

#Korea2026 #SeoulTour #Jeonju #Suwon #TravelKorea #KoreaAdventure #WanderMore #BookNow #travelwithus","['Korea2026', 'SeoulTour', 'Jeonju', 'Suwon', 'TravelKorea', 'KoreaAdventure', 'WanderMore', 'BookNow', 'travelwithus']",0.0,0,2026-07-13T04:08:03.000Z,https://www.instagram.com/p/DauBYGYG_-F/
jeonju,3940022433604690345,Image,"2026 여름방학 특별연수 [전주에서 만나는 특별한 여름]

전주전통문화연수원에서 여름방학을 맞아
<전주에서 만나는 특별한 여름> 1박2일 특별연수를 진행하고자 합니다. 🙂

[연수일정] 2026. 8. 14.(금) ~ 15.(토) / 1박2일
[참여대상] 전통문화에 관심 있는 7가족 (초등 이상)
*2인 1팀, 3인 3팀, 4~5인 2팀, 6~7인 1팀
[참가비용] 1인 60,000원(식사 미제공)

[신청기간] 2026. 7. 27.(월) 오전 10시 ~ 선착순 마감시 까지
[신청방법] 전주전통문화연수원 누리집
[문의전화] 063-281-5271~4

자세한 사항은 웹포스터에서 확인하실 수 있습니다.
많은 관심과 참여 부탁드리겠습니다. 🙂

구비물품 : 샴푸, 컨디셔너, 물비누, 치약(칫솔 미제공), 수건(1인 2개), 헤어드라이기

※ 취사는 불가능하며, 냉장고와 전자레인지는 없습니다.

#전통문화체험 #전주 #전통문화연수원 #연수 #직무연수 #교육 #체험 #놀이 #선비문화 #전통 #예절 #공동체 #한옥 #한옥마을 #전주한옥마을 #전주시 #jeonju #전주연수 #전주교육 #전주체험 #전주문화 #해설 #특강 #강의 #단체 #성인 #청소년","['전통문화체험', '전주', '전통문화연수원', '연수', '직무연수', '교육', '체험', '놀이', '선비문화', '전통', '예절', '공동체', '한옥', '한옥마을', '전주한옥마을', '전주시', 'jeonju', '전주연수', '전주교육', '전주체험', '전주문화', '해설', '특강', '강의', '단체', '성인', '청소년']",2.0,0,2026-07-13T01:48:16.000Z,https://www.instagram.com/p/DatxYc6E-Gp/
gangneung,3940351354665683679,Sidecar,"⛱️ 바짓단을 말아올려야 하는 도시 🌊
#강릉 #gangneung 

with @small_string_23

백호랑 반달가슴곰 언제 안 귀여울래 ?
수영복을 가져갈 걸 그랫ㅅ다 !","['강릉', 'gangneung']",26.0,0,2026-07-13T12:41:47.000Z,https://www.instagram.com/p/Dau8K4hE8rf/
gangneung,3940270149064999945,Sidecar,"Gangneung outtakes from June’s article for @natgeotraveluk 🚄

1 - The KTX train connecting Korea’s east coast cities pulls into station
2 - Architecture detail at Ojukheon House, birthplace of the scholar Yi I and his mother Shin Saimdang, both of whom are featured on Korean currency
3 - A couple walks around the grounds of Ojukheon House in Gangneung
4 - A couple explores the immersive art pieces of Hassla Art Museum
5 - Beachgoers stand by the shoreline at Gangneung’s coast
6 - Staff at The Oldtime Chodang Sundubu Restaurant prepare tofu
7 - A couple relaxes at the beach in Gangneung
8 - A passenger reads a map while on the train from Gangneung to Gyeongju
9 - A passenger looks out the window of the KTX while leaving Gangneung
•
•
•
•
•
#seoulphotographer #nationalgeographic #freelancephotographer #editorialphotographer #gangneung","['seoulphotographer', 'nationalgeographic', 'freelancephotographer', 'editorialphotographer', 'gangneung']",-1.0,3,2026-07-13T10:00:01.000Z,https://www.instagram.com/p/DauptL6GEQJ/
gangneung,3940238127508196462,Sidecar,"콩국수 좋아한다면 바로 저장❤️‍🔥❤️‍🔥
제가 직접 먹어본 곳 중 자신있게 추천하는 5곳이에요 !

📍 안목바다식당
강원 강릉시 월대산로 152 1층
⏰ 11:00-20:00 (브레이크타임 15:00-17:00)
✧ 목요일 휴무

📍 미림헌
강원 강릉시 남부로17번길 25
⏰ 11:00-19:00 (일요일만 11:00-15:00 운영)
✧ 연중무휴

📍 동일장칼국수 내곡점
강원 강릉시 범일로 597
⏰ 11:00-19:00 (브레이크타임 15:00-17:00)
✧ 수요일 휴무

📍 모란칼국수
강원 강릉시 하평5길 12 1층
⏰ 11:00-17:00
✧ 일요일 휴무

📍 단오길설렁탕
강원 강릉시 남산초교길11번길 11
⏰ 11:00-20:00 (브레이크타임 15:00-17:00)
✧ 일요일 휴무

최근 날씨가 갑자기 확 더워졌네여,,
시원하고 담백한 콩국수로 더위 뿌셔 !! 👊🏻💥

#강릉맛집 #콩국수맛집 #강릉현지인추천 #gangneung
#강릉콩국수","['강릉맛집', '콩국수맛집', '강릉현지인추천', 'gangneung', '강릉콩국수']",57.0,5,2026-07-13T08:56:49.000Z,https://www.instagram.com/p/DauibNgk4xu/
gangneung,3940122077332177102,Sidecar,"i’m lucky to be loved by you @tws_pledis ˚ʚ♡ɞ˚
TWS's Record of Youth✨ #TWS #247WithUs #gangneung","['TWS', '247WithUs', 'gangneung']",-1.0,3,2026-07-13T05:06:15.000Z,https://www.instagram.com/p/DauICdXDwDO/
gangneung,3940120708245149823,Image,"Près de 200 000 personnes se sont rendues sur les plages de la côte est de la province du Gangwon durant le week-end, alors que la majorité des sites balnéaires de la région ont ouvert pour la saison estivale. Selon les autorités provinciales, 95 064 visiteurs ont été recensés samedi sur 84 plages, Gangneung arrivant en tête avec 41 535 personnes, suivie de Sokcho, Donghae, Yangyang, Goseong et Samcheok. En comptant les 105 481 visiteurs enregistrés dimanche, le total atteint 201 085 personnes sur l'ensemble du week-end. Seule la plage de Mulchi, à Yangyang, reste fermée parmi les 85 plages de la côte est ; son ouverture est prévue le 17 juillet.

#Gangwon #PlageCoree #EtéCoree #Gangneung #VoyageCoree","['Gangwon', 'PlageCoree', 'EtéCoree', 'Gangneung', 'VoyageCoree']",5.0,0,2026-07-13T05:03:39.000Z,https://www.instagram.com/p/DauHuiTHNh_/
gangneung,3940092278329702554,Sidecar,"📍𝙜𝙖𝙣𝙜𝙣𝙚𝙪𝙣𝙜 @edenkk_a 👯‍♀️
𝟚𝟚 𝕕𝕖 𝕛𝕦𝕟𝕙𝕠 𝕕𝕖 𝟚𝟘𝟚𝟞
.
#gangneung #beach #southkorea🇰🇷","['gangneung', 'beach', 'southkorea🇰🇷']",290.0,27,2026-07-13T04:07:03.000Z,https://www.instagram.com/p/DauBQ04Gfia/
gangneung,3940065498453136162,Image,"EXHIBITION ZONE - WAVE CIRCLE

쏟아질 듯 갇혀 있는 초대형 파도

나를 향해 쏟아질 듯 다가오는 초대형 파도를 마주하다.
아나몰픽 기법으로 확장된 생경한 공간 속에서
집어삼킬 듯 다가오되 갇혀 있는 역설적인 파도의 울림을 경험한다.

----------

ENTRAPPED ENORMOUS GUSHING WAVE

Face the enormous wave gushing towards you. Experience the resonant of a paradoxical wave that fiercely gushes to swallow the surrounding yet is trapped inside an unfamiliar space expanded by the anamorphic illusion.

----------

#artemuseum_valley #artemuseum #dstrict","['artemuseum_valley', 'artemuseum', 'dstrict']",9.0,2,2026-07-13T03:13:50.000Z,https://www.instagram.com/p/Dat7LILElMi/
gangneung,3939685567543984970,Image,"✈️I miss you...

#BTS #memories #koreatravel #gangneung #springday","['BTS', 'memories', 'koreatravel', 'gangneung', 'springday']",-1.0,2,2026-07-12T14:39:01.000Z,https://www.instagram.com/p/DaskyZ8MUNK/
gangneung,3939682611916410560,Sidecar,"🩵🤍💙💜
행복한 하루 
#강릉
#gangneung","['강릉', 'gangneung']",-1.0,3,2026-07-12T14:33:06.000Z,https://www.instagram.com/p/DaskHZTD47A/
gangneung,3939589258507791282,Image,"Beloved #jeongdongjin 
It’s never enough of #gangneung","['jeongdongjin', 'gangneung']",1.0,1,2026-07-12T11:28:35.000Z,https://www.instagram.com/p/DasO47KTSuy/
gyeongjutrip,3940332667380401792,Sidecar,"최근 경주에 새로 생긴 공간부터 더 예쁘게 돌아온 곳들 다녀온 곳들로 모아 봤습니다. 
저장 공유하시고 경주 여행에 조금이나마 도움되시길 바라요!🤍

#경주 #경주카페 #경주신상카페#경주여행 #경주신상카페추천 

아차차
차가 낯선 분들도 가볍게 즐길 수 있는 티카페! 리뉴얼 후 훨씬 더 예쁘고 감성 가득한 공간으로 돌아왔어요.🍸✨

#아차차 #경주티카페 #티카페 #경주찻집 

무드밋
황오동에 가장 최근에 생긴 신상카페.
잔을 얼려서 주는 시그니처 ’무드밋라떼‘와 상큼한 소르베는 필수 주문!🍧 

#무드밋 #황오동카페 #황오동 

다향한빙수집 
경주에서 만나는 일본 감성 빙수 맛집.🍧
1인 빙수도 준비되어 있어서 부담 없이 다양한 맛을 골라 즐기기 좋아요.

#다향한빙수집 #금리단길카페 #경주빙수맛집 #토마토빙수 

이어커피 
(구) 릿카페가 황성동으로 이전! 
전보다 다양해진 디저트 라인업을 만나보세요.

#이어커피 #황성동카페 #경주신상카페 

후 (소품샵)🕯️
황오동에 새로 오픈한 아기자기한 양초 공방. 
작지만 깔끔한 공간에 예쁜 티코스터가 자꾸 눈에 아른거리는••🤍

#후 #경주소품샵","['경주', '경주카페', '경주신상카페', '경주여행', '경주신상카페추천', '아차차', '경주티카페', '티카페', '경주찻집', '무드밋', '황오동카페', '황오동', '다향한빙수집', '금리단길카페', '경주빙수맛집', '토마토빙수', '이어커피', '황성동카페', '후', '경주소품샵']",-1.0,10,2026-07-13T12:04:39.000Z,https://www.instagram.com/p/Dau368oE4aA/
gyeongjutrip,3940169946296180635,Image,"오제 플리마켓 D-5

🗓️7/18 (토) - 7/19 (일)
⏰11:00 - 21:00

찾기 정말 쉬운 위치!

📍황리단길 세븐일레븐 앞
(첨성대 · 대릉원 · 주차장 도보 이동 가능)

여행도 하고
예쁜 여름 옷도 득템하고
오제도 만나러 오세요💗

곧 만나요
경주에서 기다리고 있겠습니다!🫶🏻

#오제플리마켓 #오제 #osez #경주플리마켓 #황리단길플리마켓","['오제플리마켓', '오제', 'osez', '경주플리마켓', '황리단길플리마켓']",4.0,4,2026-07-13T06:44:03.000Z,https://www.instagram.com/p/DauS7Czp1-b/
gyeongjutrip,3940147025354659287,Sidecar,"한옥에서의 하루가 조금 더 편안하고 특별해졌습니다.
오원스테이가 머무는 즐거움을 더하기 위해 공간을 새롭게 단장했어요. 가야금 체험과 전통의 멋을 가까이에서 느낄 수 있도록 전용 진열장을 마련했고, 침실에는 문을 설치해 더욱 아늑하고 독립적인 공간으로 완성했습니다.
여유롭게 차를 마시며 대화를 나눌 수 있도록 다도 공간도 한층 넓어졌어요. 전통의 아름다움은 그대로 간직하면서 더 편안하게 머물 수 있도록 달라진 오원스테이에서 특별한 한옥의 하루를 만나보세요.

A stay in a traditional Korean house has 
become even more comfortable and special.

Owon Stay has been thoughtfully renovated 
to offer a richer and more relaxing experience. 
A dedicated display has been added for the gayageum experience and traditional decorative objects, while a new door now creates a more 
private and cozy bedroom.

The tea ceremony area has also been expanded, providing more space to enjoy tea and meaningful conversations. Discover a renewed stay at Owon Stay, where traditional beauty meets modern comfort.

#오원스테이 #경주숙소 #황리단길숙소 #gyeongju #gyeongjutrip","['오원스테이', '경주숙소', '황리단길숙소', 'gyeongju', 'gyeongjutrip']",15.0,0,2026-07-13T05:55:49.000Z,https://www.instagram.com/p/DauNtgBE5XX/
gyeongjutrip,3939598046145168806,Image,"🍗 여름맞이 삼계솥밥 🍗
작년부터 연구해 온 드디어 올해 나왔숨돠 -!
얼마나 몸에도 좋을 지 감도 안 옴😆❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥

⠀
⠀
((우물집 경주))
​
⠀
🕙매일 11:00 ~ 21:00
• Break Time 15:00 ~ 17:00
• Last Order 14:00 / 20:00
🏷️ 경주시 포석로 1061-22
⠀ ((1061-22, Poseok-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea))
⠀
​
🍲 대표메뉴 🍲
한우차돌박이매콤토마토 • 맛간장 • 맑은전골
고사리영양표고솥밥 •곤드레바질솥밥 •새송이파프리카솥밥 • 불고기솥밥 •전복매생이솥밥
한우차돌박이야채삼합 • 우삼겹튀김
​
​",[],11.0,2,2026-07-12T11:48:46.000Z,https://www.instagram.com/p/DasQ4zSTkWm/
gyeongjutrip,3938962636792920980,Sidecar,"여름날의 대릉원

대릉원 곳곳에 배롱나무도 피어나는 중

✔️ 대릉원
• 경북 경주시 황남동 31-1

#경주 #경주여행 #경주가볼만한곳 #경주데이트 #국내여행","['경주', '경주여행', '경주가볼만한곳', '경주데이트', '국내여행']",-1.0,5,2026-07-11T14:42:39.000Z,https://www.instagram.com/p/DaqAaYNk_uU/
gyeongjutrip,3938660560686524453,Sidecar,"오랜만에 셀카까지 경주 내사진 왕창📸
여행 다녀오고 한달뒤 업로드 국룰아니냐구🤭
사진 제목 내 어깨를 봐💪🏻",[],170.0,12,2026-07-11T04:42:28.000Z,https://www.instagram.com/p/Dao7ul6j6gl/
gyeongjutrip,3938543551533786568,Sidecar,"현시점 경주 그리고 황오동 최고의 핫플! #무드밋 #moodmeet 

@moodmeet_ 최근 간 경주신상카페 중 가장 마음에 들었던 무드밋(신상카페 여기만 감 ㅋㅋ) 여기랑 리뉴얼된 아차차 보고 경주로 달려갔다구 해도 과언이 아니예요✨ 신상카페 지만 오픈런 안하고 오후 느즈막히 갔는데 꾸준히 사람이 들던곳😃 각 장 캡션 확인해주세요✨

•휴무와 영업시간 재확인 필수 / 좋아요저장공유🤍
ⓒ kyoung.eee all rights reserved.

밝은 원목에 길다란 공간이 너무너무 편안하고 좋았던! 입장했을때 만석이었는데 딱 하나 입구 삼각테이블 자리가 나서 바로 주문할 수 있었어요. (더 머물수 있었을텐데도 양보해주신 손님 감사합니다ㅠㅠ🤍) 주문할 수 있게 되자마자 디저트 품절 여부부터 여쭤본 나 ㅋㅋㅋ 뭘 골랐을까요?

이 방향에서 찍어도 예쁘고 저방향에서 찍어도 예쁘고 ㅜㅜ 😃❤️ 버건디 색감의 천장 색감과 밝은 원목, 식물의 조합이 고급미 그 자체다..

영하 86도로 꽝꽝 얼린 잔에 나오는 저지방우유 + 수제시럽 + 에스프레소가 어우러진 시그니처 무드밋라떼와 자두에이드 그리고 제일 궁금했던 과일소르베 선택! 지금은 자두맛!이랍니다🍒

필터커피 내리는 공간도 너무 예쁘지않나요..💛

빛깔도 너무 곱고 부드럽게 퍼올려지는게 입안을 시원하게 만들어주는데 자두 원물 맛이 많이 나서 좋더라구요! 달달하이 돌아다니며 흘렸던 땀씻어내려주는 맛! 예쁘고 맛있는 거 최고! ㅠㅠ❤️ 시원한게 먹고싶은데 양이 너무 많은 빙수는 (물론 1인 빙수도 많이 판매하시지만요) 부담스럽다 하시면 무드밋에서 요 소르베를 드셔보세요!

우리가 앉은 자리에서 본 뷰 ㅋㅋㅋ💛 깔끔하고 반듯한게 너무 예쁘다!

여기 오후에 가니 완전 햇살 맛집이던데요? 블라인드는 선택이 아니라 필수였어요 😝근데 이렇게 간접광이 들어오니 또 너무 예쁘고 먹음직스러운 것..✨

오후 늦은 시간이라 커피를 두개 시키긴 부담스러울 거 같아 선택해본 자두에이드는 자두의 새콤달콤함과 탄산의 조합이 좋았고요? 섞으면 빨갛게 물드는 색감도 짱예쁨! 가장 궁금했던 무드밋라떼는 저온화상 걱정 뚝 ㅋㅋㅋ 사진 조금 찍다보면 금세 손으로 잡을수 있도록 녹는답니다! 개인적으로는 고급스러운 조리퐁 맛이었어요! (맛 내려치기 아니고 대중적인 표현을 위한 것임) 은은하면서도 달콤한 맛이 너무 좋던데요?💛 또 생각난다!

여기 사장님이 예전에 황리단길쪽에서 카페를 하셨다던데.. 내가 가고싶었던 카페였는데 어디지? 기억안남 여튼 이렇게 더 멋진 공간으로 사람들과 만나게 된 거 넘 감사합니다🤍

궁금했던 소파석.. 화장실 다녀오면서 이렇게나마 찍어봤어요 창문 열려있을 선선할 때 갔으면 또 다르게 찍을 수 있었을 거 같은데! 이 날도 여름의 열기가 후끈 느껴지는 날씨여서 내부가 시원한게 넘 좋았답니다ㅠㅠ🤍

테이블은 5-6개 정도였던 거 같구 소파석은 포인트가 되지만 일단 뭔가를 먹기엔 높은테이블이 좋다보니 살짝 대기석으로 사용되기도 하는 것 같더라구요 (주문해놓고 먹고있다가 자리나면 옮기는 방식! 무작정 대기하는 좌석x)

황오동은 핫플많은 황남동이랑 또 다르게 서정적인 느낌인데다,  차분하면서도 잘하는 곳들이 많은데.. 신상들도 또 그런 곳들만 생기는 거 같아 너무 좋은 걸요?

히히 내 사진도 야무지게 남겨주고! 다음에 또가고싶은 곳으로 찜💛 경주여행 계획 중이시라면 리그램 탭에 저장해둔 경주모음집도 참고해주시고 무드밋은 필수로 넣어서 다녀오세요✨ 그럼 즐주말!😘","['무드밋', 'moodmeet']",303.0,12,2026-07-11T00:50:00.000Z,https://www.instagram.com/p/DaohH4pk6XI/
gyeongjutrip,3938213402330204739,Sidecar,"#실시간 경주 배롱나무 맛집..🩷🌿🐈(저장•공유)

26.7.10 방문

멀리서도 한눈에 띈 배롱나무✨
지금 쨍하니 이쁘게 피었어요!

날씨가 너~무 더웠지만 
그 만큼 사진은 또 이쁘게 나오는,,🥹

좋아하는 뭉게구름까지 가득했던 하늘🩵

여름이 좋은 이유..☀️

📍경주 프롬상록 카페
▫️경북 경주시 포석로1068번길 17-5 

✔️이번주 경주 여행시 들러보세요 :)

.
.

#경주 #경주카페 #배롱나무 #gyeongju","['실시간', '경주', '경주카페', '배롱나무', 'gyeongju']",-1.0,38,2026-07-10T13:54:03.000Z,https://www.instagram.com/p/DanWDlPkwpD/
gyeongjutrip,3937664751849601908,Sidecar,"A quiet classroom, a fading breeze, and a heart full of memories. Moments that only grow fonder with time.

#gyeongju #gyeongjutrip #classroom #highteen #koreastyle","['gyeongju', 'gyeongjutrip', 'classroom', 'highteen', 'koreastyle']",2.0,0,2026-07-09T19:43:59.000Z,https://www.instagram.com/p/DalZTqqknt0/
gyeongjutrip,3937418963412315987,Sidecar,"오픈한 지는 좀 됐지만 이제서야 가본 국립경주박물관 월지관.
나 왜 이제 간 거지••🖤
푸른 통창 너머로 보이는 한옥 기와 뷰가 진짜 너무 아름답지 않나요𓂃 𓈒 𓏸 ♡₊
앉아 쉬면서 가만히 바라만 봐도 너무 좋더라고요. 
이렇게 아름다운 공간을 무료로 관람할 수 있다니 정말 감사할 따름이고요? 경주 박물관 가신다면 월지관도 꼭 들러보시길 바라요🤍

#국립경주박물관 #경주국립박물관 #경주 #경주여행 #gyeongjutrip","['국립경주박물관', '경주국립박물관', '경주', '경주여행', 'gyeongjutrip']",-1.0,22,2026-07-09T11:35:39.000Z,https://www.instagram.com/p/Dakha-WE-9T/
koreasurfing,3929940148981296331,Sidecar,"6월 27일 다대포 일출 서핑☀️🏄‍♂️

파도가 급 사라져서 빠른 철수를 했네요😂

영상은 퇴근후에 구글포토에 올리겠습니다🙇🏽‍♂️

#surf#koreasurfing#다대포서핑#갈매기파이터","['surf', 'koreasurfing', '다대포서핑', '갈매기파이터']",294.0,19,2026-06-29T03:56:34.000Z,https://www.instagram.com/p/DaJ875ok2zL/
koreasurfing,3922920921988582043,Sidecar,"🇰🇷🌊🏄‍♀️
PELLIOTKOREA is proud to be the official outdoor partner of Wavelet.

From the extreme conditions of the Himalayas at 8,000 meters above sea level to the dynamic environment of ocean sports, our journey is connected by one thing: understanding nature.

Weather is more than just information.
It is a critical factor that shapes every adventure, challenge, and exploration.

With the Wavelet app, you can access real-time data on waves, wind, and ocean conditions across Korea’s beaches, along with live camera feeds that bring the coastline directly to your screen.

Join us on June 19–20 at Songjeong Beach, Busan, 
for the 19th Busan Mayor’s Cup International Surfing & SUP Competition.

Throughout the event, stay connected to the action through the Wavelet Live Cam and experience the atmosphere of Korea’s premier surfing competition in real time.

Those who read the weather in the mountains and those who read the waves of the sea share the same spirit.

We are explorers.

PELLIOT × WAVELET

#PELLIOT #Wavelet #OutdoorPartner #koreabeach #koreasurfing","['PELLIOT', 'Wavelet', 'OutdoorPartner', 'koreabeach', 'koreasurfing']",10.0,1,2026-06-19T11:30:37.000Z,https://www.instagram.com/p/DZxA8tFE8qb/
